repo_path;file_name
C/arendst~Tasmota;lodepng.c
C/arendst~Tasmota;lv_font_montserrat_32.c
C/arendst~Tasmota;lv_font_dejavu_16_persian_hebrew.c
C/arendst~Tasmota;lv_font_montserrat_30.c
C/arendst~Tasmota;lv_font_montserrat_28.c
C/arendst~Tasmota;ttinterp.c
C/arendst~Tasmota;robotocondensed_regular_36_latin1.c
C/arendst~Tasmota;lv_font_montserrat_26.c
C/kingToolbox~WindTerm;regcomp.c
C/kingToolbox~WindTerm;regparse.c
C/kingToolbox~WindTerm;test.rb
C#/microsoft~PowerToys;tsWorker.js
C#/microsoft~PowerToys;Resources.Designer.cs
C#/2dust~v2rayN;ResUI.Designer.cs
C#/PowerShell~PowerShell;cmdlets-over-objects.xmlSerializer.autogen.cs
C#/PowerShell~PowerShell;TypeTable_Types_Ps1Xml.cs
C#/PowerShell~PowerShell;CompletionCompleters.cs
C#/PowerShell~PowerShell;FileSystemProvider.cs
C#/PowerShell~PowerShell;ast.cs
C#/PowerShell~PowerShell;cmdlets-over-objects.xmlSerializer.autogen.cs
C#/PowerShell~PowerShell;Parser.cs
C#/PowerShell~PowerShell;Binders.cs
C#/PowerShell~PowerShell;ModuleCmdletBase.cs
C#/PowerShell~PowerShell;serialization.cs
C#/PowerShell~PowerShell;Compiler.cs
C#/PowerShell~PowerShell;ConfigProvider.cs
C#/PowerShell~PowerShell;LanguagePrimitives.cs
C#/PowerShell~PowerShell;CoreAdapter.cs
C#/PowerShell~PowerShell;CustomShellCommands.cs
C#/PowerShell~PowerShell;InitialSessionState.cs
C#/PowerShell~PowerShell;tokenizer.cs
C#/PowerShell~PowerShell;debugger.cs
C#/PowerShell~PowerShell;TypeTable.cs
C#/PowerShell~PowerShell;MshMemberInfo.cs
C#/PowerShell~PowerShell;CmdletParameterBinderController.cs
C#/PowerShell~PowerShell;CimDSCParser.cs
C#/PowerShell~PowerShell;PowerShell.cs
C#/PowerShell~PowerShell;WSManTransportManager.cs
C#/PowerShell~PowerShell;MiscOps.cs
C#/PowerShell~PowerShell;Navigation.cs
C#/PowerShell~PowerShell;PSRemotingCmdlet.cs
C#/PowerShell~PowerShell;SessionStateContainer.cs
C#/PowerShell~PowerShell;Job.cs
C#/PowerShell~PowerShell;LocationGlobber.cs
C#/PowerShell~PowerShell;RegistryProvider.cs
C#/PowerShell~PowerShell;ImplicitRemotingCommands.cs
C#/PowerShell~PowerShell;Process.cs
C#/PowerShell~PowerShell;GetComputerInfoCommand.cs
C#/PowerShell~PowerShell;CertificateProvider.cs
C#/PowerShell~PowerShell;ConsoleHost.cs
C#/PowerShell~PowerShell;TypeInferenceVisitor.cs
C#/PowerShell~PowerShell;InitialSessionStateProvider.cs
C#/PowerShell~PowerShell;RunspaceConnectionInfo.cs
C#/PowerShell~PowerShell;Service.cs
C#/PowerShell~PowerShell;PowerShellCore_format_ps1xml.cs
C#/PowerShell~PowerShell;MutableTuple.cs
C#/PowerShell~PowerShell;ConsoleControl.cs
C#/PowerShell~PowerShell;remoterunspace.cs
C#/PowerShell~PowerShell;CompletionAnalysis.cs
C#/PowerShell~PowerShell;InternalCommands.cs
C#/PowerShell~PowerShell;ScriptWriter.cs
C#/PowerShell~PowerShell;OutOfProcTransportManager.cs
C#/PowerShell~PowerShell;SemanticChecks.cs
C#/PowerShell~PowerShell;CompiledScriptBlock.cs
C#/PowerShell~PowerShell;Sam.cs
C#/PowerShell~PowerShell;ServerRunspacePoolDriver.cs
C#/PowerShell~PowerShell;MshCommandRuntime.cs
C#/PowerShell~PowerShell;MshObject.cs
C#/dotnet~aspnetcore;MatcherAzureBenchmarkBase.generated.cs
C#/dotnet~aspnetcore;HttpHeaders.Generated.cs
C#/dotnet~aspnetcore;Http2StreamTests.cs
C#/dotnet~aspnetcore;RendererTest.cs
C#/dotnet~aspnetcore;Http2ConnectionTests.cs
C#/dotnet~aspnetcore;ResponseTests.cs
C#/dotnet~aspnetcore;HubConnectionHandlerTests.cs
C#/dotnet~aspnetcore;HttpConnectionDispatcherTests.cs
C#/dotnet~aspnetcore;ComplexRecordIntegrationTest.cs
C#/dotnet~aspnetcore;RequestDelegateFactoryTests.cs
C#/dotnet~aspnetcore;DfaMatcherBuilderTest.cs
C#/dotnet~aspnetcore;ComplexTypeIntegrationTestBase.cs
C#/dotnet~aspnetcore;HubConnectionTests.cs
C#/dotnet~aspnetcore;RequestHeaders.Generated.cs
C#/dotnet~aspnetcore;WebApplicationTests.cs
C#/dotnet~aspnetcore;Http3StreamTests.cs
C#/dotnet~aspnetcore;ControllerBaseTest.cs
C#/dotnet~aspnetcore;RequestDelegateFactory.cs
C#/dotnet~aspnetcore;DefaultApiDescriptionProviderTest.cs
C#/dotnet~aspnetcore;InputTagHelperTest.cs
C#/dotnet~aspnetcore;RequestTests.cs
C#/dotnet~aspnetcore;FormDataMapperTests.cs
C#/dotnet~aspnetcore;RenderTreeDiffBuilderTest.cs
C#/dotnet~aspnetcore;ValidationIntegrationTests.cs
C#/dotnet~aspnetcore;HubConnection.cs
C#/dotnet~aspnetcore;HttpLoggingMiddlewareTests.cs
C#/dotnet~aspnetcore;ValidationWithRecordIntegrationTests.cs
C#/dotnet~aspnetcore;jquery.js
C#/dotnet~aspnetcore;jquery.js
C#/dotnet~aspnetcore;jquery.slim.js
C#/dotnet~aspnetcore;bootstrap.bundle.js
C#/dotnet~aspnetcore;bootstrap.bundle.js
C#/dotnet~aspnetcore;bootstrap.js
C#/dotnet~aspnetcore;bootstrap.esm.js
C#/dotnet~aspnetcore;bootstrap.js
C#/dotnet~aspnetcore;bootstrap.js
C#/dotnet~aspnetcore;jquery.validate.js
C#/dotnet~aspnetcore;jquery.validate.js
C#/dotnet~aspnetcore;HubConnectionTest.java
C#/dotnet~aspnetcore;HubConnection.java
C#/dotnet~aspnetcore;HubConnection.test.ts
C#/dotnet~aspnetcore;HttpConnection.test.ts
C#/files-community~Files;ShellViewModel.cs
C#/jellyfin~jellyfin;EncodingHelper.cs
C#/jellyfin~jellyfin;SqliteItemRepository.cs
C#/jellyfin~jellyfin;LibraryManager.cs
C#/jellyfin~jellyfin;StreamBuilder.cs
C#/jellyfin~jellyfin;BaseItem.cs
C#/ShareX~ShareX;UploadersConfigForm.Designer.cs
C#/ShareX~ShareX;ImageHelpers.cs
C#/ShareX~ShareX;UploadersConfigForm.cs
C#/ShareX~ShareX;TaskSettingsForm.Designer.cs
C#/ShareX~ShareX;MainForm.cs
C#/ShareX~ShareX;Resources.Designer.cs
C#/ShareX~ShareX;ShapeManager.cs
C#/ShareX~ShareX;TaskHelpers.cs
C#/ShareX~ShareX;Resources.Designer.cs
C#/ShareX~ShareX;MainForm.Designer.cs
C#/dnSpy~dnSpy;AppHostInfoData.g.cs
C#/dnSpy~dnSpy;DebuggerILInterpreter.cs
C#/dnSpy~dnSpy;ThemeClassificationFormatDefinitions.cs
C#/dnSpy~dnSpy;InterpreterTest.cs
C#/dnSpy~dnSpy;dnSpy.AsmEditor.Resources.Designer.cs
C#/dnSpy~dnSpy;dnSpy.Resources.Designer.cs
C#/dnSpy~dnSpy;dnSpy.Debugger.Resources.Designer.cs
C#/dnSpy~dnSpy;ColorInfos.cs
C#/dnSpy~dnSpy;CorDebug.cs
C#/dnSpy~dnSpy;ModuleImporter.cs
C#/dnSpy~dnSpy;ResourceCommands.cs
C#/AvaloniaUI~Avalonia;DataGrid.cs
C#/AvaloniaUI~Avalonia;DataGridCollectionView.cs
C#/AvaloniaUI~Avalonia;DataGridRows.cs
C#/AvaloniaUI~Avalonia;UnmanagedMethods.cs
C#/AvaloniaUI~Avalonia;CompiledBindingExtensionTests.cs
C#/AvaloniaUI~Avalonia;SelectingItemsControlTests.cs
C#/AvaloniaUI~Avalonia;Keysyms.cs
C#/AvaloniaUI~Avalonia;Grid.cs
C#/DevToys-app~DevToys;devtoys.g.js
C#/DevToys-app~DevToys;simplebar-modified.js
C#/NickeManarin~ScreenToGif;Editor.xaml.cs
C#/NickeManarin~ScreenToGif;UserSettings.cs
C#/dotnet~maui;FluentUI.cs
C#/dotnet~maui;NativeMethods.cs
C#/dotnet~maui;GridLayoutManagerTests.cs
C#/dotnet~maui;BindingUnitTests.cs
C#/dotnet~maui;GridTests.cs
C#/icsharpcode~ILSpy;Instructions.cs
C#/icsharpcode~ILSpy;CompoundAssignmentTest.cs
C#/icsharpcode~ILSpy;ExpressionBuilder.cs
C#/icsharpcode~ILSpy;CSharpOutputVisitor.cs
C#/icsharpcode~ILSpy;CSharpResolver.cs
C#/icsharpcode~ILSpy;TypeSystemAstBuilder.cs
C#/icsharpcode~ILSpy;ReflectionDisassembler.cs
C#/icsharpcode~ILSpy;CallBuilder.cs
C#/icsharpcode~ILSpy;ILReader.cs
C#/icsharpcode~ILSpy;CSharpDecompiler.cs
C#/leiurayer~downkyi;Dm.cs
C#/dotnet~roslyn;NullableReferenceTypesTests.cs
C#/dotnet~roslyn;DefaultInterfaceImplementationTests.cs
C#/dotnet~roslyn;T_1247520.cs
C#/dotnet~roslyn;CollectionExpressionTests.cs
C#/dotnet~roslyn;Syntax.xml.Internal.Generated.cs
C#/dotnet~roslyn;CodeGenCallTests.cs
C#/dotnet~roslyn;OutVarTests.cs
C#/dotnet~roslyn;StaticAbstractMembersInInterfacesTests.cs
C#/dotnet~roslyn;RefFieldTests.cs
C#/dotnet~roslyn;RecordTests.cs
C#/dotnet~roslyn;RefStructInterfacesTests.cs
C#/dotnet~roslyn;CodeGenTupleTest.cs
C#/dotnet~roslyn;InlineArrayTests.cs
C#/dotnet~roslyn;SemanticErrorTests.cs
C#/dotnet~roslyn;TopLevelEditingTests.cs
C#/dotnet~roslyn;CSharpRegexParserTests_BasicTests.cs
C#/dotnet~roslyn;PrimaryConstructorTests.cs
C#/dotnet~roslyn;CollectionExpressionParsingTests.cs
C#/dotnet~roslyn;EditAndContinueTests.cs
C#/dotnet~roslyn;MemberDeclarationParsingTests.cs
C#/dotnet~roslyn;SymbolErrorTests.cs
C#/dotnet~roslyn;DelegateTypeTests.cs
C#/dotnet~roslyn;InterpolationTests.cs
C#/dotnet~roslyn;Syntax.Test.xml.Generated.cs
C#/dotnet~roslyn;CodeGenDynamicTests.cs
C#/dotnet~roslyn;CodeGenTests.cs
C#/dotnet~roslyn;BoundNodes.xml.Generated.cs
C#/dotnet~roslyn;NativeIntegerTests.cs
C#/dotnet~roslyn;CodeGenLengthBasedSwitchTests.cs
C#/dotnet~roslyn;DeclarationScopeParsingTests.cs
C#/dotnet~roslyn;ParamsCollectionTests.cs
C#/dotnet~roslyn;IOperationTests_IObjectCreationExpression.cs
C#/dotnet~roslyn;SymbolCompletionProviderTests.cs
C#/dotnet~roslyn;SemanticModelGetSemanticInfoTests.cs
C#/dotnet~roslyn;RegionAnalysisTests.cs
C#/dotnet~roslyn;RemoveUnnecessaryCastTests.cs
C#/dotnet~roslyn;PatternParsingTests.cs
C#/dotnet~roslyn;RawInterpolationTests_Handler.cs
C#/dotnet~roslyn;PDBTests.cs
C#/dotnet~roslyn;StatementEditingTests.cs
C#/dotnet~roslyn;SwitchTests.cs
C#/dotnet~roslyn;ActiveStatementTests.cs
C#/dotnet~roslyn;Syntax.xml.Syntax.Generated.cs
C#/dotnet~roslyn;AttributeTests_WellKnownAttributes.cs
C#/dotnet~roslyn;PatternMatchingTests.cs
C#/dotnet~roslyn;ExtractMethodTests.cs
C#/dotnet~roslyn;ImplementInterfaceTests.cs
C#/dotnet~roslyn;UnsafeTests.cs
C#/dotnet~roslyn;UnsafeTests.cs
C#/dotnet~roslyn;LanguageParser.cs
C#/dotnet~roslyn;CodeGenFunctionPointersTests.cs
C#/dotnet~roslyn;NumericIntPtrTests.cs
C#/dotnet~roslyn;EditAndContinueStateMachineTests.cs
C#/dotnet~roslyn;PatternMatchingTests_Scope.cs
C#/dotnet~roslyn;GenerateVariableTests.cs
C#/dotnet~roslyn;NullableWalker.cs
C#/dotnet~roslyn;FormattingTests.cs
C#/dotnet~roslyn;OperatorTests.cs
C#/dotnet~roslyn;ExpressionCompilerTests.cs
C#/dotnet~roslyn;GenerateMethodTests.cs
C#/dotnet~roslyn;DeclarationParsingTests.cs
C#/dotnet~roslyn;RecordStructTests.cs
C#/dotnet~roslyn;CodeGenAsyncIteratorTests.cs
C#/dotnet~roslyn;DynamicTests.cs
C#/dotnet~roslyn;AttributeTests.cs
C#/dotnet~roslyn;OverloadResolutionTests.cs
C#/dotnet~roslyn;RemoveUnusedValueAssignmentTests.cs
C#/dotnet~roslyn;SemanticQuickInfoSourceTests.cs
C#/dotnet~roslyn;IOperationTests_IUsingStatement.cs
C#/dotnet~roslyn;CodeGenDeconstructTests.cs
C#/dotnet~roslyn;ScriptParsingTests.cs
C#/dotnet~roslyn;FieldKeywordTests.cs
C#/dotnet~roslyn;CodeGenAwaitForeachTests.cs
C#/dotnet~roslyn;EditAndContinueClosureTests.cs
C#/dotnet~roslyn;Operations.Generated.cs
C#/dotnet~roslyn;IntroduceVariableTests.cs
C#/dotnet~roslyn;Binder_Expressions.cs
C#/dotnet~roslyn;LocalFunctionTests.cs
C#/dotnet~roslyn;RefEscapingTests.cs
C#/dotnet~roslyn;LocalsTests.cs
C#/dotnet~roslyn;SymbolDisplayTests.cs
C#/dotnet~roslyn;CommandLineTests.cs
C#/dotnet~roslyn;CSharpJsonParserTests_NstTests.cs
C#/dotnet~roslyn;PatternMatchingTests_ListPatterns.cs
C#/dotnet~roslyn;ParsingErrorRecoveryTests.cs
C#/dotnet~roslyn;TopLevelStatementsTests.cs
C#/dotnet~roslyn;IOperationTests_IForEachLoopStatement.cs
C#/dotnet~roslyn;InheritanceBindingTests.cs
C#/dotnet~roslyn;CodeGenDisplayClassOptimisationTests.cs
C#/dotnet~roslyn;IOperationTests_TryCatch.cs
C#/dotnet~roslyn;IOperationTests_IBinaryOperatorExpression.cs
C#/dotnet~roslyn;FirstClassSpanTests.cs
C#/dotnet~roslyn;CSharpJsonParserTests_BasicTests.cs
C#/dotnet~roslyn;CSharpRegexParserTests_ReferenceTests.cs
C#/dotnet~roslyn;RefReadonlyParameterTests.cs
C#/dotnet~roslyn;PatternMatchingTests3.cs
C#/dotnet~roslyn;StatementAttributeParsingTests.cs
C#/dotnet~roslyn;CodeGenShortCircuitOperatorTests.cs
C#/dotnet~roslyn;LambdaTests.cs
C#/dotnet~roslyn;WinRTCollectionTests.cs
C#/dotnet~roslyn;InterceptorsTests.cs
C#/dotnet~roslyn;SimplifyTypeNamesTests.cs
C#/dotnet~roslyn;PatternTests.cs
C#/dotnet~roslyn;ExpressionParsingTests.cs
C#/dotnet~roslyn;CodeGenOperators.cs
C#/dotnet~roslyn;ControlFlowGraphBuilder.cs
C#/dotnet~roslyn;GenericConstraintTests.cs
C#/dotnet~roslyn;CodeGenExprLambdaTests.cs
C#/dotnet~roslyn;RequiredMembersTests.cs
C#/dotnet~roslyn;CheckedUserDefinedOperatorsTests.cs
C#/dotnet~roslyn;IOperationTests_IInterpolatedStringOperation.cs
C#/dotnet~roslyn;PatternMatchingTests_Global.cs
C#/dotnet~roslyn;CodeGenMethodGroupConversionCachingTests.cs
C#/dotnet~roslyn;CodeGenAsyncSpillTests.cs
C#/dotnet~roslyn;CodeGenLocalFunctionTests.cs
C#/dotnet~roslyn;AddUsingTests.cs
C#/dotnet~roslyn;CSharpRegexParserTests_DotnetNegativeTests.cs
C#/dotnet~roslyn;LocalStateTracingTests.cs
C#/dotnet~roslyn;SyntaxNormalizerTests.cs
C#/dotnet~roslyn;GenerateTypeTests.cs
C#/dotnet~roslyn;SyntacticClassifierTests.cs
C#/dotnet~roslyn;CSharpPullMemberUpTests.cs
C#/dotnet~roslyn;LambdaReturnTypeParsingTests.cs
C#/dotnet~roslyn;UseCollectionExpressionForArrayTests.cs
C#/dotnet~roslyn;DeconstructionTests.cs
C#/dotnet~roslyn;CodeGenAsyncTests.cs
C#/dotnet~roslyn;ExtractMethodCodeRefactoringTests.cs
C#/dotnet~roslyn;UseCollectionInitializerTests_CollectionExpression.cs
C#/dotnet~roslyn;LambdaParameterParsingTests.cs
C#/dotnet~roslyn;InlineTemporaryTests.cs
C#/dotnet~roslyn;StatementParsingTests.cs
C#/dotnet~roslyn;CodeGenClosureLambdaTests.cs
C#/dotnet~roslyn;CodeGenForEachTests.cs
C#/dotnet~roslyn;ExtractLocalFunctionTests.cs
C#/dotnet~roslyn;CodeGenTupleEqualityTests.cs
C#/dotnet~roslyn;CodeGenSpanBasedStringConcatTests.cs
C#/dotnet~roslyn;UsedAssembliesTests.cs
C#/dotnet~roslyn;MetadataAsSourceTests.cs
C#/dotnet~roslyn;AttributeTests_CallerInfoAttributes.cs
C#/dotnet~roslyn;GetSemanticInfoTests.cs
C#/dotnet~roslyn;BreakpointSpansTests.cs
C#/dotnet~roslyn;AbstractEditAndContinueAnalyzer.cs
C#/dotnet~roslyn;LocalSlotMappingTests.cs
C#/dotnet~roslyn;AttributeTests_Nullable.cs
C#/dotnet~roslyn;SemanticModelGetDeclaredSymbolAPITests.cs
C#/dotnet~roslyn;IOperationTests_IConversionExpression.cs
C#/dotnet~roslyn;ParserErrorMessageTests.cs
C#/dotnet~roslyn;CompilationEmitTests.cs
C#/dotnet~roslyn;UsingDirectiveParsingTests.cs
