idx,url,main language,stars,owner,project,branch
130,https://github.com/electric-sql/electric,Elixir,5k,electric-sql,electric,main
131,https://github.com/rrrene/credo,Elixir,4.9k,rrrene,credo,master
132,https://github.com/absinthe-graphql/absinthe,Elixir,4.2k,absinthe-graphql,absinthe,main
133,https://github.com/ueberauth/guardian,Elixir,3.4k,ueberauth,guardian,master
134,https://github.com/blockscout/blockscout,Elixir,3.2k,blockscout,blockscout,master
135,https://github.com/sorentwo/oban,Elixir,3.1k,sorentwo,oban,main
136,https://github.com/sergiotapia/magnetissimo,Elixir,3k,sergiotapia,magnetissimo,master
137,https://github.com/elixir-plug/plug,Elixir,2.8k,elixir-plug,plug,main
138,https://github.com/elixir-nx/nx,Elixir,2.5k,elixir-nx,nx,main
139,https://github.com/dashbitco/broadway,Elixir,2.3k,dashbitco,broadway,main
140,https://github.com/quantum-elixir/quantum-core,Elixir,2.3k,quantum-elixir,quantum-core,main
141,https://github.com/asciinema/asciinema-server,Elixir,2.2k,asciinema,asciinema-server,develop
142,https://github.com/edgurgel/httpoison,Elixir,2.2k,edgurgel,httpoison,main
143,https://github.com/devinus/poison,Elixir,2k,devinus,poison,master
144,https://github.com/surface-ui/surface,Elixir,2k,surface-ui,surface,main
145,https://github.com/philss/floki,Elixir,2k,philss,floki,main
146,https://github.com/elixir-tesla/tesla,Elixir,2k,elixir-tesla,tesla,master
147,https://github.com/phoenixframework/phoenix_live_dashboard,Elixir,1.9k,phoenixframework,phoenix_live_dashboard,main
148,https://github.com/ScenicFramework/scenic,Elixir,1.9k,ScenicFramework,scenic,main
149,https://github.com/beam-community/bamboo,Elixir,1.9k,beam-community,bamboo,main
150,https://github.com/beam-community/ex_machina,Elixir,1.9k,beam-community,ex_machina,main
181,https://github.com/koalaman/shellcheck,Haskell,35.1k,koalaman,shellcheck,master
182,https://github.com/jgm/pandoc,Haskell,32.6k,jgm,pandoc,main
183,https://github.com/PostgREST/postgrest,Haskell,22.4k,PostgREST,postgrest,main
184,https://github.com/hadolint/hadolint,Haskell,9.8k,hadolint,hadolint,master
185,https://github.com/purescript/purescript,Haskell,8.5k,purescript,purescript,master
186,https://github.com/elm/compiler,Haskell,7.5k,elm,compiler,master
187,https://github.com/unisonweb/unison,Haskell,5.6k,unisonweb,unison,trunk
188,https://github.com/carp-lang/Carp,Haskell,5.4k,carp-lang,Carp,master
189,https://github.com/simplex-chat/simplex-chat,Haskell,5.4k,simplex-chat,simplex-chat,stable
190,https://github.com/digitallyinduced/ihp,Haskell,4.2k,digitallyinduced,ihp,master
191,https://github.com/facebook/Haxl,Haskell,4.2k,facebook,Haxl,main
192,https://github.com/system-f/fp-course,Haskell,4.1k,system-f,fp-course,master
193,https://github.com/facebook/duckling,Haskell,4k,facebook,duckling,main
194,https://github.com/commercialhaskell/stack,Haskell,3.9k,commercialhaskell,stack,master
195,https://github.com/input-output-hk/cardano-sl,Haskell,3.8k,input-output-hk,cardano-sl,develop
196,https://github.com/kmonad/kmonad,Haskell,3.6k,kmonad,kmonad,master
197,https://github.com/idris-lang/Idris-dev,Haskell,3.4k,idris-lang,Idris-dev,master
198,https://github.com/xmonad/xmonad,Haskell,3.3k,xmonad,xmonad,master
199,https://github.com/koka-lang/koka,Haskell,3.1k,koka-lang,koka,dev
200,https://github.com/IntersectMBO/cardano-node,Haskell,3k,IntersectMBO,cardano-node,master
201,https://github.com/ghc/ghc,Haskell,3k,ghc,ghc,master
202,https://github.com/SimulaVR/Simula,Haskell,2.9k,SimulaVR,Simula,master
203,https://github.com/simonmichael/hledger,Haskell,2.8k,simonmichael,hledger,master
204,https://github.com/yesodweb/yesod,Haskell,2.6k,yesodweb,yesod,master
205,https://github.com/ghcjs/ghcjs,Haskell,2.6k,ghcjs,ghcjs,ghc-8.10
206,https://github.com/typelead/eta,Haskell,2.6k,typelead,eta,master
207,https://github.com/wireapp/wire-server,Haskell,2.6k,wireapp,wire-server,develop
208,https://github.com/haskell/haskell-language-server,Haskell,2.6k,haskell,haskell-language-server,master
209,https://github.com/agda/agda,Haskell,2.4k,agda,agda,master
210,https://github.com/haskell/haskell-ide-engine,Haskell,2.4k,haskell,haskell-ide-engine,master
301,https://github.com/Kong/kong,Lua,37.7k,Kong,kong,master
302,https://github.com/nagadomi/waifu2x,Lua,27.2k,nagadomi,waifu2x,master
303,https://github.com/NvChad/NvChad,Lua,23.2k,NvChad,NvChad,v2.5
304,https://github.com/jcjohnson/neural-style,Lua,18.3k,jcjohnson,neural-style,master
305,https://github.com/koreader/koreader,Lua,15.4k,koreader,koreader,master
306,https://github.com/cmusatyalab/openface,Lua,15k,cmusatyalab,openface,master
307,https://github.com/apache/apisix,Lua,13.8k,apache,apisix,master
308,https://github.com/junyanz/CycleGAN,Lua,12.2k,junyanz,CycleGAN,master
309,https://github.com/karpathy/char-rnn,Lua,11.5k,karpathy,char-rnn,master
310,https://github.com/phillipi/pix2pix,Lua,9.9k,phillipi,pix2pix,master
311,https://github.com/xmake-io/xmake,Lua,9.3k,xmake-io,xmake,dev
312,https://github.com/iDvel/rime-ice,Lua,7.5k,iDvel,rime-ice,main
313,https://github.com/rxi/lite,Lua,7.3k,rxi,lite,master
314,https://github.com/docker/dockercraft,Lua,7.1k,docker,dockercraft,master
315,https://github.com/xiaorouji/openwrt-passwall,Lua,6.5k,xiaorouji,openwrt-passwall,main
316,https://github.com/awesomeWM/awesome,Lua,6.1k,awesomeWM,awesome,master
317,https://github.com/ntop/ntopng,Lua,6k,ntop,ntopng,dev
318,https://github.com/alexazhou/VeryNginx,Lua,5.9k,alexazhou,VeryNginx,master
319,https://github.com/lsyncd/lsyncd,Lua,5.6k,lsyncd,lsyncd,master
320,https://github.com/liuzhuang13/DenseNet,Lua,4.7k,liuzhuang13,DenseNet,master
321,https://github.com/lite-xl/lite-xl,Lua,4.4k,lite-xl,lite-xl,master
322,https://github.com/jcjohnson/fast-neural-style,Lua,4.3k,jcjohnson,fast-neural-style,master
323,https://github.com/CorsixTH/CorsixTH,Lua,3.9k,CorsixTH,CorsixTH,master
324,https://github.com/loveshell/ngx_lua_waf,Lua,3.9k,loveshell,ngx_lua_waf,master
325,https://github.com/luvit/luvit,Lua,3.8k,luvit,luvit,master
326,https://github.com/facebookresearch/fairseq-lua,Lua,3.7k,facebookresearch,fairseq-lua,main
327,https://github.com/ejoy/ant,Lua,3.6k,ejoy,ant,master
328,https://github.com/PathOfBuildingCommunity/PathOfBuilding,Lua,3.6k,PathOfBuildingCommunity,PathOfBuilding,dev
329,https://github.com/scipag/vulscan,Lua,3.3k,scipag,vulscan,master
330,https://github.com/tarantool/tarantool,Lua,3.3k,tarantool,tarantool,master
361,https://github.com/AlDanial/cloc,Perl,18.6k,AlDanial,cloc,master
362,https://github.com/so-fancy/diff-so-fancy,Perl,17.1k,so-fancy,diff-so-fancy,next
363,https://github.com/brendangregg/FlameGraph,Perl,16.5k,brendangregg,FlameGraph,master
364,https://github.com/major/MySQLTuner-perl,Perl,8.7k,major,MySQLTuner-perl,master
365,https://github.com/sitaramc/gitolite,Perl,8.3k,sitaramc,gitolite,master
366,https://github.com/sullo/nikto,Perl,7.9k,sullo,nikto,master
367,https://github.com/jlord/git-it-electron,Perl,4.6k,jlord,git-it-electron,master
368,https://github.com/Jack000/Expose,Perl,4.4k,Jack000,Expose,master
369,https://github.com/sarabander/sicp-pdf,Perl,4.3k,sarabander,sicp-pdf,master
370,https://github.com/x0rz/EQGRP,Perl,4.1k,x0rz,EQGRP,master
371,https://github.com/darold/pgbadger,Perl,3.4k,darold,pgbadger,master
372,https://github.com/imapsync/imapsync,Perl,3.2k,imapsync,imapsync,master
373,https://github.com/rsnapshot/rsnapshot,Perl,3;1k,rsnapshot,rsnapshot,master
374,https://github.com/thoughtbot/rcm,Perl,3.1k,thoughtbot,rcm,main
375,https://github.com/jimsalterjrs/sanoid,Perl,2.9k,jimsalterjrs,sanoid,master
376,https://github.com/exiftool/exiftool,Perl,2.9k,exiftool,exiftool,master
377,https://github.com/sqitchers/sqitch,Perl,2.7k,sqitchers,sqitch,develop
378,https://github.com/mojolicious/mojo,Perl,2.7k,mojolicious,mojo,main
379,https://github.com/jfcoz/postgresqltuner,Perl,2.6k,jfcoz,postgresqltuner,master
380,https://github.com/GuidoBartoli/sherloq,Perl,2.5k,GuidoBartoli,sherloq,master
381,https://github.com/adrienverge/openfortivpn,Perl,2.5k,adrienverge,openfortivpn,master
382,https://github.com/SpiderLabs/owasp-modsecurity-crs,Perl,2.4k,SpiderLabs,owasp-modsecurity-crs,v3.3/dev
383,https://github.com/holzschu/a-shell,Perl,2.4k,holzschu,a-shell,master
384,https://github.com/CNSRE/ABTestingGateway,Perl,2.3k,CNSRE,ABTestingGateway,master
385,https://github.com/Moham3dRiahi/Th3inspector,Perl,2.2k,Moham3dRiahi,Th3inspector,master
386,https://github.com/ddclient/ddclient,Perl,2.1k,ddclient,ddclient,master
387,https://github.com/get-iplayer/get_iplayer,Perl,2.1k,get-iplayer,get_iplayer,master
388,https://github.com/Difegue/LANraragi,Perl,2k,Difegue,LANraragi,dev
389,https://github.com/tobie/ua-parser,Perl,2k,tobie,ua-parser,master
390,https://github.com/curl/everything-curl,Perl,1.9k,curl,everything-curl,master
421,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Python,132k,AUTOMATIC1111,stable-diffusion-webui,master
422,https://github.com/ytdl-org/youtube-dl,Python,129k,ytdl-org,youtube-dl,master
423,https://github.com/huggingface/transformers,Python,126k,huggingface,transformers,main
424,https://github.com/langchain-ai/langchain,Python,85.4k,langchain-ai,langchain,master
425,https://github.com/nvbn/thefuck,Python,83.1k,nvbn,thefuck,master
426,https://github.com/pytorch/pytorch,Python,78.6k,pytorch,pytorch,main
427,https://github.com/django/django,Python,77.2k,django,django,main
428,https://github.com/yt-dlp/yt-dlp,Python,72.5k,yt-dlp,yt-dlp,master
429,https://github.com/tiangolo/fastapi,Python,71.7k,tiangolo,fastapi,master
430,https://github.com/home-assistant/core,Python,69.1k,home-assistant,core,dev
431,https://github.com/pallets/flask,Python,66.6k,pallets,flask,main
432,https://github.com/fighting41love/funNLP,Python,64.7k,fighting41love,funNLP,master
433,https://github.com/openai/whisper,Python,61.6k,openai,whisper,main
434,https://github.com/ansible/ansible,Python,61.4k,ansible,ansible,devel
435,https://github.com/keras-team/keras,Python,61.1k,keras-team,keras,master
436,https://github.com/python/cpython,Python,60k,python,cpython,main
437,https://github.com/binary-husky/gpt_academic,Python,58.8k,binary-husky,gpt_academic,master
438,https://github.com/3b1b/manim,Python,58.8k,3b1b,manim,master
439,https://github.com/scikit-learn/scikit-learn,Python,58.4k,scikit-learn,scikit-learn,main
440,https://github.com/xtekky/gpt4free,Python,58.2k,xtekky,gpt4free,main
441,https://github.com/d2l-ai/d2l-zh,Python,57.4k,d2l-ai,d2l-zh,master
442,https://github.com/localstack/localstack,Python,52.4k,localstack,localstack,master
443,https://github.com/zylon-ai/private-gpt,Python,52.3k,zylon-ai,private-gpt,main
444,https://github.com/ageitgey/face_recognition,Python,52k,ageitgey,face_recognition,master
445,https://github.com/sherlock-project/sherlock,Python,51.7k,sherlock-project,sherlock,master
446,https://github.com/psf/requests,Python,51.4k,psf,requests,main
447,https://github.com/abi/screenshot-to-code,Python,51.4k,abi,screenshot-to-code,main
448,https://github.com/scrapy/scrapy,Python,51.2k,scrapy,scrapy,master
449,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Python,51k,CorentinJ,Real-Time-Voice-Cloning,master
450,https://github.com/gpt-engineer-org/gpt-engineer,Python,50.8k,gpt-engineer-org,gpt-engineer,main
481,https://github.com/rust-lang/rust,Rust,93.5k,rust-lang,rust,master
482,https://github.com/denoland/deno,Rust,93.1k,denoland,deno,main
483,https://github.com/tauri-apps/tauri,Rust,78k,tauri-apps,tauri,dev
484,https://github.com/rustdesk/rustdesk,Rust,64.8k,rustdesk,rustdesk,master
485,https://github.com/FuelLabs/sway,Rust,63.1k,FuelLabs,sway,master
486,https://github.com/FuelLabs/fuel-core,Rust,58.8k,FuelLabs,fuel-core,master
487,https://github.com/alacritty/alacritty,Rust,53.2k,alacritty,alacritty,master
488,https://github.com/lencx/ChatGPT,Rust,48.2k,lencx,ChatGPT,v2-dev
489,https://github.com/sharkdp/bat,Rust,46.9k,sharkdp,bat,master
490,https://github.com/BurntSushi/ripgrep,Rust,45.3k,BurntSushi,ripgrep,master
491,https://github.com/FuelLabs/fuels-rs,Rust,44.6k,FuelLabs,fuels-rs,master
492,https://github.com/meilisearch/meilisearch,Rust,43.6k,meilisearch,meilisearch,main
494,https://github.com/starship/starship,Rust,41.2k,starship,starship,master
495,https://github.com/zed-industries/zed,Rust,34.3k,zed-industries,zed,main
496,https://github.com/dani-garcia/vaultwarden,Rust,33.5k,dani-garcia,vaultwarden,main
497,https://github.com/lapce/lapce,Rust,33.2k,lapce,lapce,master
498,https://github.com/bevyengine/bevy,Rust,32.7k,bevyengine,bevy,main
499,https://github.com/sharkdp/fd,Rust,31.9k,sharkdp,fd,master
500,https://github.com/helix-editor/helix,Rust,30.3k,helix-editor,helix,master
501,https://github.com/nushell/nushell,Rust,30.3k,nushell,nushell,main
502,https://github.com/swc-project/swc,Rust,30.1k,swc-project,swc,main
503,https://github.com/typst/typst,Rust,28.7k,typst,typst,main
504,https://github.com/influxdata/influxdb,Rust,27.9k,influxdata,influxdb,main
505,https://github.com/astral-sh/ruff,Rust,27.1k,astral-sh,ruff,main
506,https://github.com/pola-rs/polars,Rust,26.6k,pola-rs,polars,main
507,https://github.com/surrealdb/surrealdb,Rust,25.7k,surrealdb,surrealdb,main
508,https://github.com/vercel/turbo,Rust,25.1k,vercel,turbo,main
509,https://github.com/tokio-rs/tokio,Rust,24.9k,tokio-rs,tokio,master
510,https://github.com/fish-shell/fish-shell,Rust,24.7k,fish-shell,fish-shell,master
541,https://github.com/Alamofire/Alamofire,Swift,40.6k,Alamofire,Alamofire,master
542,https://github.com/iina/iina,Swift,36.5k,iina,iina,develop
543,https://github.com/shadowsocks/ShadowsocksX-NG,Swift,32.2k,shadowsocks,ShadowsocksX-NG,develop
544,https://github.com/ChartsOrg/Charts,Swift,27.3k,ChartsOrg,Charts,master
545,https://github.com/MonitorControl/MonitorControl,Swift,26.3k,MonitorControl,MonitorControl,main
546,https://github.com/airbnb/lottie-ios,Swift,25.3k,airbnb,lottie-ios,master
547,https://github.com/rxhanson/Rectangle,Swift,24.7k,rxhanson,Rectangle,main
548,https://github.com/utmapp/UTM,Swift,24.5k,utmapp,UTM,main
549,https://github.com/ReactiveX/RxSwift,Swift,24.2k,ReactiveX,RxSwift,main
550,https://github.com/vapor/vapor,Swift,23.8k,vapor,vapor,main
551,https://github.com/onevcat/Kingfisher,Swift,22.9k,onevcat,Kingfisher,master
552,https://github.com/SwiftyJSON/SwiftyJSON,Swift,22.5k,SwiftyJSON,SwiftyJSON,master
553,https://github.com/exelban/stats,Swift,22.3k,exelban,stats,master
554,https://github.com/HeroTransitions/Hero,Swift,21.8k,HeroTransitions,Hero,develop
555,https://github.com/JohnCoates/Aerial,Swift,20.8k,JohnCoates,Aerial,master
556,https://github.com/CodeEditApp/CodeEdit,Swift,20.3k,CodeEditApp,CodeEdit,main
557,https://github.com/ReactiveCocoa/ReactiveCocoa,Swift,19.9k,ReactiveCocoa,ReactiveCocoa,master
558,https://github.com/SnapKit/SnapKit,Swift,19.8k,SnapKit,SnapKit,develop
559,https://github.com/realm/SwiftLint,Swift,18.4k,realm,SwiftLint,main
560,https://github.com/hackiftekhar/IQKeyboardManager,Swift,16k,hackiftekhar,IQKeyboardManager,master
561,https://github.com/OpenEmu/OpenEmu,Swift,15.8k,OpenEmu,OpenEmu,master
562,https://github.com/Moya/Moya,Swift,15k,Moya,Moya,master
563,https://github.com/Carthage/Carthage,Swift,14.9k,Carthage,Carthage,master
564,https://github.com/ianyh/Amethyst,Swift,14.2k,ianyh,Amethyst,development
565,https://github.com/MengTo/Spring,Swift,14.1k,MengTo,Spring,master
566,https://github.com/PerfectlySoft/Perfect,Swift,13.8k,PerfectlySoft,Perfect,master
567,https://github.com/Caldis/Mos,Swift,13.7k,Caldis,Mos,master
568,https://github.com/Juanpe/SkeletonView,Swift,12.4k,Juanpe,SkeletonView,main
569,https://github.com/mozilla-mobile/firefox-ios,Swift,12k,mozilla-mobile,firefox-ios,main
570,https://github.com/CosmicMind/Material,Swift,12k,CosmicMind,Material,development
